Geography,Industry,Year,Industry GDP
Prince Edward Island,Information and communication technology sector,2016,197.8
Prince Edward Island,Information and communication technology sector,2017,204.6
Prince Edward Island,Information and communication technology sector,2018,213.9
Prince Edward Island,Information and communication technology sector,2019,224.4
Prince Edward Island,Energy sector,1999,37.3
Prince Edward Island,Energy sector,2000,35.3
Prince Edward Island,Energy sector,2001,41.6
Prince Edward Island,Energy sector,2002,35.9
Prince Edward Island,Energy sector,2003,37.1
Prince Edward Island,Energy sector,2004,40.6
Prince Edward Island,Energy sector,2005,50.3
Prince Edward Island,Energy sector,2006,51.5
Prince Edward Island,Energy sector,2007,45.7
Prince Edward Island,Energy sector,2008,49.3
Prince Edward Island,Energy sector,2009,54.2
Prince Edward Island,Energy sector,2010,60.2
Prince Edward Island,Energy sector,2011,64.0
Prince Edward Island,Energy sector,2012,62.8
Prince Edward Island,Energy sector,2013,59.3
Prince Edward Island,Energy sector,2014,64.6
Prince Edward Island,Energy sector,2015,67.4
Prince Edward Island,Energy sector,2016,70.0
Prince Edward Island,Energy sector,2017,70.8
Prince Edward Island,Energy sector,2018,74.6
Prince Edward Island,Energy sector,2019,76.4
Prince Edward Island,Public sector,1999,1264.5
Prince Edward Island,Public sector,2000,1300.6
Prince Edward Island,Public sector,2001,1291.2
Prince Edward Island,Public sector,2002,1317.4
Prince Edward Island,Public sector,2003,1370.6
Prince Edward Island,Public sector,2004,1403.9
Prince Edward Island,Public sector,2005,1464.4
Prince Edward Island,Public sector,2006,1491.6
Prince Edward Island,Public sector,2007,1486.3
Prince Edward Island,Public sector,2008,1529.8
Prince Edward Island,Public sector,2009,1568.7
Prince Edward Island,Public sector,2010,1618.5
Prince Edward Island,Public sector,2011,1652.7
Prince Edward Island,Public sector,2012,1609.2
Prince Edward Island,Public sector,2013,1601.6
Prince Edward Island,Public sector,2014,1588.5
Prince Edward Island,Public sector,2015,1597.4
Prince Edward Island,Public sector,2016,1614.3
Prince Edward Island,Public sector,2017,1644.5
Prince Edward Island,Public sector,2018,1689.3
Prince Edward Island,Public sector,2019,1743.0
Prince Edward Island,Cannabis sector,1999,5.4
Prince Edward Island,Cannabis sector,2000,5.5
Prince Edward Island,Cannabis sector,2001,6.1
Prince Edward Island,Cannabis sector,2002,6.4
Prince Edward Island,Cannabis sector,2003,6.8
Prince Edward Island,Cannabis sector,2004,6.7
Prince Edward Island,Cannabis sector,2005,7.2
Prince Edward Island,Cannabis sector,2006,7.3
Prince Edward Island,Cannabis sector,2007,6.9
Prince Edward Island,Cannabis sector,2008,6.7
Prince Edward Island,Cannabis sector,2009,6.9
Prince Edward Island,Cannabis sector,2010,7.1
Prince Edward Island,Cannabis sector,2011,7.5
Prince Edward Island,Cannabis sector,2012,8.8
Prince Edward Island,Cannabis sector,2013,9.7
Prince Edward Island,Cannabis sector,2014,11.2
Prince Edward Island,Cannabis sector,2015,13.9
Prince Edward Island,Cannabis sector,2016,17.0
Prince Edward Island,Cannabis sector,2017,20.2
Prince Edward Island,Cannabis sector,2018,24.9
Prince Edward Island,Cannabis sector,2019,39.0
Prince Edward Island,Agriculture forestry fishing and hunting,1999,290.2
Prince Edward Island,Agriculture forestry fishing and hunting,2000,272.8
Prince Edward Island,Agriculture forestry fishing and hunting,2001,239.8
Prince Edward Island,Agriculture forestry fishing and hunting,2002,326.4
Prince Edward Island,Agriculture forestry fishing and hunting,2003,298.0
Prince Edward Island,Agriculture forestry fishing and hunting,2004,335.0
Prince Edward Island,Agriculture forestry fishing and hunting,2005,343.2
Prince Edward Island,Agriculture forestry fishing and hunting,2006,327.1
Prince Edward Island,Agriculture forestry fishing and hunting,2007,320.3
Prince Edward Island,Agriculture forestry fishing and hunting,2008,299.4
Prince Edward Island,Agriculture forestry fishing and hunting,2009,306.0
Prince Edward Island,Agriculture forestry fishing and hunting,2010,322.8
Prince Edward Island,Agriculture forestry fishing and hunting,2011,308.0
Prince Edward Island,Agriculture forestry fishing and hunting,2012,330.0
Prince Edward Island,Agriculture forestry fishing and hunting,2013,336.3
Prince Edward Island,Agriculture forestry fishing and hunting,2014,335.0
Prince Edward Island,Agriculture forestry fishing and hunting,2015,339.8
Prince Edward Island,Agriculture forestry fishing and hunting,2016,342.4
Prince Edward Island,Agriculture forestry fishing and hunting,2017,365.8
Prince Edward Island,Agriculture forestry fishing and hunting,2018,367.5
Prince Edward Island,Agriculture forestry fishing and hunting,2019,406.4
Prince Edward Island,Mining quarrying and oil and gas extraction,1999,32.8
Prince Edward Island,Mining quarrying and oil and gas extraction,2000,16.6
Prince Edward Island,Mining quarrying and oil and gas extraction,2001,11.1
Prince Edward Island,Mining quarrying and oil and gas extraction,2002,12.2
Prince Edward Island,Mining quarrying and oil and gas extraction,2003,7.9
Prince Edward Island,Mining quarrying and oil and gas extraction,2004,1.0
Prince Edward Island,Mining quarrying and oil and gas extraction,2005,1.2
Prince Edward Island,Mining quarrying and oil and gas extraction,2006,2.1
Prince Edward Island,Mining quarrying and oil and gas extraction,2007,2.8
Prince Edward Island,Mining quarrying and oil and gas extraction,2008,5.4
Prince Edward Island,Mining quarrying and oil and gas extraction,2009,3.0
Prince Edward Island,Mining quarrying and oil and gas extraction,2010,2.4
Prince Edward Island,Mining quarrying and oil and gas extraction,2011,2.5
Prince Edward Island,Mining quarrying and oil and gas extraction,2012,3.0
Prince Edward Island,Mining quarrying and oil and gas extraction,2013,2.9
Prince Edward Island,Mining quarrying and oil and gas extraction,2014,2.6
Prince Edward Island,Mining quarrying and oil and gas extraction,2015,1.8
Prince Edward Island,Mining quarrying and oil and gas extraction,2016,4.0
Prince Edward Island,Mining quarrying and oil and gas extraction,2017,4.3
Prince Edward Island,Mining quarrying and oil and gas extraction,2018,3.0
Prince Edward Island,Mining quarrying and oil and gas extraction,2019,3.2
Prince Edward Island,Utilities,1999,40.4
Prince Edward Island,Utilities,2000,38.8
Prince Edward Island,Utilities,2001,45.5
Prince Edward Island,Utilities,2002,40.0
Prince Edward Island,Utilities,2003,41.1
Prince Edward Island,Utilities,2004,45.2
Prince Edward Island,Utilities,2005,55.5
Prince Edward Island,Utilities,2006,56.7
Prince Edward Island,Utilities,2007,50.4
Prince Edward Island,Utilities,2008,53.9
Prince Edward Island,Utilities,2009,59.2
Prince Edward Island,Utilities,2010,65.7
Prince Edward Island,Utilities,2011,69.8
Prince Edward Island,Utilities,2012,69.3
Prince Edward Island,Utilities,2013,70.2
Prince Edward Island,Utilities,2014,74.6
Prince Edward Island,Utilities,2015,78.1
Prince Edward Island,Utilities,2016,80.5
Prince Edward Island,Utilities,2017,92.0
Prince Edward Island,Utilities,2018,96.3
Prince Edward Island,Utilities,2019,98.5
Prince Edward Island,Construction,1999,253.2
Prince Edward Island,Construction,2000,271.1
Prince Edward Island,Construction,2001,287.9
Prince Edward Island,Construction,2002,286.8
Prince Edward Island,Construction,2003,291.8
Prince Edward Island,Construction,2004,305.0
Prince Edward Island,Construction,2005,305.9
Prince Edward Island,Construction,2006,331.9
Prince Edward Island,Construction,2007,338.5
Prince Edward Island,Construction,2008,326.4
Prince Edward Island,Construction,2009,327.1
Prince Edward Island,Construction,2010,320.8
Prince Edward Island,Construction,2011,352.7
Prince Edward Island,Construction,2012,315.6
Prince Edward Island,Construction,2013,326.9
Prince Edward Island,Construction,2014,267.7
Prince Edward Island,Construction,2015,261.5
Prince Edward Island,Construction,2016,291.4
Prince Edward Island,Construction,2017,355.0
Prince Edward Island,Construction,2018,352.8
Prince Edward Island,Construction,2019,408.4
Prince Edward Island,Manufacturing,1999,402.2
Prince Edward Island,Manufacturing,2000,453.9
Prince Edward Island,Manufacturing,2001,458.9
Prince Edward Island,Manufacturing,2002,445.1
Prince Edward Island,Manufacturing,2003,441.9
Prince Edward Island,Manufacturing,2004,437.3
Prince Edward Island,Manufacturing,2005,413.7
Prince Edward Island,Manufacturing,2006,411.0
Prince Edward Island,Manufacturing,2007,405.3
Prince Edward Island,Manufacturing,2008,406.7
Prince Edward Island,Manufacturing,2009,388.7
Prince Edward Island,Manufacturing,2010,371.5
Prince Edward Island,Manufacturing,2011,376.5
Prince Edward Island,Manufacturing,2012,393.3
Prince Edward Island,Manufacturing,2013,423.1
Prince Edward Island,Manufacturing,2014,468.1
Prince Edward Island,Manufacturing,2015,517.5
Prince Edward Island,Manufacturing,2016,538.9
Prince Edward Island,Manufacturing,2017,587.0
Prince Edward Island,Manufacturing,2018,618.8
Prince Edward Island,Manufacturing,2019,653.9
Prince Edward Island,Wholesale trade,1999,91.3
Prince Edward Island,Wholesale trade,2000,93.0
Prince Edward Island,Wholesale trade,2001,87.3
Prince Edward Island,Wholesale trade,2002,85.6
Prince Edward Island,Wholesale trade,2003,83.6
Prince Edward Island,Wholesale trade,2004,82.2
Prince Edward Island,Wholesale trade,2005,84.8
Prince Edward Island,Wholesale trade,2006,90.9
Prince Edward Island,Wholesale trade,2007,92.4
Prince Edward Island,Wholesale trade,2008,93.6
Prince Edward Island,Wholesale trade,2009,86.4
Prince Edward Island,Wholesale trade,2010,87.7
Prince Edward Island,Wholesale trade,2011,97.4
Prince Edward Island,Wholesale trade,2012,103.0
Prince Edward Island,Wholesale trade,2013,118.7
Prince Edward Island,Wholesale trade,2014,119.7
Prince Edward Island,Wholesale trade,2015,110.3
Prince Edward Island,Wholesale trade,2016,109.7
Prince Edward Island,Wholesale trade,2017,107.8
Prince Edward Island,Wholesale trade,2018,114.7
Prince Edward Island,Wholesale trade,2019,123.6
Prince Edward Island,Retail trade,1999,243.4
Prince Edward Island,Retail trade,2000,266.6
Prince Edward Island,Retail trade,2001,274.0
Prince Edward Island,Retail trade,2002,285.3
Prince Edward Island,Retail trade,2003,293.0
Prince Edward Island,Retail trade,2004,295.3
Prince Edward Island,Retail trade,2005,306.6
Prince Edward Island,Retail trade,2006,325.8
Prince Edward Island,Retail trade,2007,337.0
Prince Edward Island,Retail trade,2008,340.5
Prince Edward Island,Retail trade,2009,343.1
Prince Edward Island,Retail trade,2010,359.9
Prince Edward Island,Retail trade,2011,356.7
Prince Edward Island,Retail trade,2012,365.1
Prince Edward Island,Retail trade,2013,371.7
Prince Edward Island,Retail trade,2014,373.4
Prince Edward Island,Retail trade,2015,367.9
Prince Edward Island,Retail trade,2016,382.7
Prince Edward Island,Retail trade,2017,381.4
Prince Edward Island,Retail trade,2018,388.8
Prince Edward Island,Retail trade,2019,397.4
Prince Edward Island,Transportation and warehousing,1999,127.8
Prince Edward Island,Transportation and warehousing,2000,126.0
Prince Edward Island,Transportation and warehousing,2001,116.3
Prince Edward Island,Transportation and warehousing,2002,128.1
Prince Edward Island,Transportation and warehousing,2003,132.3
Prince Edward Island,Transportation and warehousing,2004,133.6
Prince Edward Island,Transportation and warehousing,2005,145.9
Prince Edward Island,Transportation and warehousing,2006,146.6
Prince Edward Island,Transportation and warehousing,2007,149.3
Prince Edward Island,Transportation and warehousing,2008,144.9
Prince Edward Island,Transportation and warehousing,2009,146.1
Prince Edward Island,Transportation and warehousing,2010,144.3
Prince Edward Island,Transportation and warehousing,2011,151.7
Prince Edward Island,Transportation and warehousing,2012,153.7
Prince Edward Island,Transportation and warehousing,2013,155.3
Prince Edward Island,Transportation and warehousing,2014,164.6
Prince Edward Island,Transportation and warehousing,2015,172.4
Prince Edward Island,Transportation and warehousing,2016,179.9
Prince Edward Island,Transportation and warehousing,2017,191.0
Prince Edward Island,Transportation and warehousing,2018,195.9
Prince Edward Island,Transportation and warehousing,2019,209.6
Prince Edward Island,Information and cultural industries,1999,130.6
Prince Edward Island,Information and cultural industries,2000,136.9
Prince Edward Island,Information and cultural industries,2001,139.6
Prince Edward Island,Information and cultural industries,2002,149.3
Prince Edward Island,Information and cultural industries,2003,152.6
Prince Edward Island,Information and cultural industries,2004,151.5
Prince Edward Island,Information and cultural industries,2005,164.2
Prince Edward Island,Information and cultural industries,2006,163.6
Prince Edward Island,Information and cultural industries,2007,159.2
Prince Edward Island,Information and cultural industries,2008,159.3
Prince Edward Island,Information and cultural industries,2009,151.6
